100
100
10,11,6,8,10,2,10,10,9,14,11,7,12,8,11,4,10,10,2,10,10,10,2,11,12,10,3,4,8,9,14,8,11,5,13,15,15,5,15,13,7,13,15,6,10,2,10,2,3,12,10,8,10,10,10,3,6,2,10,10,8,8,2,11,12,8,8,2,11,4,10,11,6,8,11,14,2,8,8,9,15,15,4,10,10,10,3,6,8,10,2,8,2,9,6,10,10,10,9,14,
10,10,8,1,15,14,9,14,2,10,10,8,2,2,11,4,10,11,15,12,9,14,11,14,3,15,14,2,3,4,8,2,10,3,4,10,8,2,11,4,11,6,8,11,15,14,11,12,8,1,14,2,10,11,14,10,8,10,10,11,5,4,10,10,2,2,2,10,11,4,11,12,8,2,8,11,13,4,2,2,10,11,4,10,11,13,14,8,2,10,11,4,10,2,10,10,11,14,2,10,
10,11,4,2,10,11,4,11,14,10,10,2,10,9,14,1,15,14,8,3,4,11,14,8,8,10,11,15,15,7,4,9,15,12,2,8,3,15,14,2,8,9,4,8,8,10,10,2,2,2,11,15,15,14,9,14,2,9,15,14,3,4,10,10,11,14,10,10,10,3,14,2,2,9,6,10,3,6,10,10,8,11,5,14,10,2,8,2,10,11,15,4,11,13,13,15,12,10,10,10,
10,10,2,10,8,11,4,8,10,10,10,10,10,2,11,4,10,11,7,15,7,14,8,2,2,8,8,8,10,9,7,4,8,2,10,2,8,8,8,11,5,4,2,2,1,14,11,13,14,11,12,8,10,8,2,10,10,2,10,11,13,7,15,13,14,8,10,9,13,14,9,12,10,2,9,14,10,8,11,12,1,15,4,11,15,12,2,10,10,10,8,2,8,2,2,11,4,10,10,10,
10,11,12,10,2,11,4,2,10,9,13,15,14,10,11,4,8,8,8,8,8,11,4,11,12,3,4,2,9,4,10,2,2,11,14,10,3,4,1,14,2,2,10,11,4,10,8,2,10,8,2,2,8,2,10,11,13,15,14,11,4,8,10,2,9,7,13,4,2,10,2,2,11,13,4,9,15,4,10,2,2,8,2,8,11,5,14,11,14,9,7,13,7,12,10,8,2,9,13,14,
11,15,4,10,10,11,4,9,14,3,4,8,11,15,13,5,4,2,3,4,2,9,6,11,4,10,2,10,1,5,13,15,14,8,11,13,14,2,2,10,10,11,15,14,2,11,7,14,10,2,10,10,2,11,14,9,4,10,10,11,4,3,13,15,4,8,2,2,10,10,10,10,10,2,2,2,11,4,10,9,15,6,10,3,12,2,8,10,8,2,10,2,9,4,10,1,15,4,2,10,
10,8,3,12,11,15,7,4,10,11,6,2,8,10,2,2,1,15,14,3,14,2,10,10,2,11,12,10,2,2,2,8,10,2,9,4,11,14,10,10,11,12,8,10,10,8,8,11,14,9,15,14,11,14,10,3,5,12,8,9,4,8,2,11,4,2,11,12,10,11,12,10,10,10,10,10,10,2,11,4,10,10,10,11,4,11,6,10,2,10,10,10,2,1,15,4,11,7,15,12,
10,3,15,4,8,10,8,1,15,14,8,10,2,10,10,11,4,8,11,14,8,11,15,13,14,11,5,15,12,10,10,2,10,10,2,2,8,11,15,15,14,2,2,11,14,2,2,10,9,6,8,10,8,10,8,9,6,2,1,6,3,4,11,13,5,14,10,2,10,11,4,10,10,10,10,10,11,14,10,2,8,9,14,11,4,10,8,10,11,12,10,11,13,4,11,5,12,8,10,2,
10,8,9,7,4,11,7,4,8,10,2,11,12,10,10,11,4,2,8,10,2,8,8,2,10,10,2,8,2,11,12,10,10,10,10,11,6,8,8,10,8,11,12,8,11,12,10,8,2,10,2,11,5,14,2,2,8,11,4,10,10,1,12,3,4,11,14,10,10,10,2,10,10,10,10,10,10,8,11,14,2,2,11,15,5,15,6,10,11,4,10,10,2,2,8,2,2,2,11,12,
10,3,4,10,2,10,10,3,4,11,14,10,2,10,10,10,2,10,2,11,14,3,4,10,10,10,11,4,10,9,6,10,11,15,12,8,10,2,2,8,2,10,2,2,11,5,14,2,11,15,12,9,4,10,10,10,2,10,2,10,10,2,2,11,7,12,11,15,13,14,10,11,13,15,13,12,10,2,10,8,10,10,8,10,2,10,8,11,15,7,14,10,10,11,4,10,10,10,10,2,
11,13,5,14,10,8,9,15,4,10,8,10,10,9,14,11,12,9,14,8,11,14,2,9,15,15,12,2,10,2,9,14,10,9,4,2,10,11,12,2,10,10,10,11,13,6,11,12,10,10,2,2,2,9,13,15,12,10,11,14,10,10,10,8,8,2,10,8,2,10,11,15,4,10,2,3,14,11,13,4,11,13,7,14,10,9,4,10,8,8,8,10,10,10,2,10,10,10,10,10,
10,2,2,9,14,3,4,10,2,11,7,14,10,2,10,10,3,4,10,2,8,11,13,4,10,11,7,15,13,15,4,10,10,2,2,11,13,15,4,9,14,10,10,8,2,8,10,2,8,10,10,10,11,4,2,10,3,12,8,11,14,10,10,2,2,10,8,1,15,15,14,8,2,8,9,14,8,11,4,2,10,2,10,9,15,4,2,11,4,3,6,11,12,11,15,15,13,15,12,10,
10,11,12,2,11,15,7,13,13,14,8,10,11,15,13,15,15,7,13,14,2,10,2,2,8,8,8,8,2,11,5,15,14,10,10,9,4,10,3,4,11,13,14,2,11,5,14,10,2,10,10,10,11,4,11,14,10,2,2,8,10,10,10,10,9,15,7,4,8,8,10,2,10,3,4,10,2,11,4,10,8,10,10,2,8,2,11,13,5,14,9,15,4,8,8,8,2,10,2,10,
8,10,2,10,10,10,10,2,2,10,2,8,8,8,2,8,8,10,2,10,10,10,10,10,3,4,2,2,11,12,2,10,8,10,11,4,3,13,14,2,9,4,10,10,9,4,10,10,10,11,15,14,11,4,10,10,10,10,11,4,10,10,11,12,2,8,10,2,3,6,10,10,10,10,2,10,11,13,4,10,2,10,10,10,2,10,11,4,2,9,4,11,7,4,3,4,10,10,10,10,
2,11,13,13,14,8,8,11,15,14,11,6,3,7,12,2,2,8,10,10,10,11,14,10,11,4,9,15,12,2,9,15,4,10,10,2,8,2,10,11,4,2,10,11,7,6,9,13,14,10,8,8,11,4,8,10,11,14,11,4,10,11,15,7,12,3,13,14,10,8,11,14,10,10,10,9,15,4,2,10,10,10,11,12,10,11,12,3,15,5,4,8,8,2,10,3,12,11,13,14,
10,8,2,2,11,4,2,8,8,11,14,8,8,10,2,9,14,2,10,11,15,12,8,10,11,5,4,8,2,10,2,11,4,11,14,11,4,10,11,15,6,11,14,8,8,10,2,2,10,10,2,2,11,4,1,14,8,10,11,4,11,12,8,9,6,8,2,10,10,2,10,8,10,10,11,4,11,4,10,10,10,10,11,4,10,10,2,10,9,4,2,2,2,10,11,12,2,10,2,10,
10,2,10,10,10,2,11,7,5,14,10,3,4,11,12,2,10,10,10,8,10,2,2,10,11,4,2,2,10,11,13,15,5,12,10,10,3,12,10,10,8,8,11,7,7,15,13,13,14,10,10,10,10,2,2,10,2,10,10,3,12,2,3,4,8,1,14,11,15,12,10,3,12,11,12,1,15,5,12,11,15,13,15,4,9,15,12,10,2,2,11,12,10,9,15,5,14,10,10,8,
10,11,14,10,8,10,8,8,2,10,8,10,2,11,4,10,10,10,11,4,10,10,11,13,12,2,10,9,13,12,2,9,4,2,11,15,14,2,10,8,2,2,8,8,8,8,2,2,9,15,15,12,10,10,10,11,14,11,12,10,2,10,11,4,2,2,10,8,11,4,10,10,2,10,2,2,11,4,2,8,11,4,8,2,2,11,6,11,12,11,12,2,10,2,10,2,10,11,12,2,
11,12,10,10,2,11,5,4,10,11,4,11,13,15,6,10,10,11,14,2,11,14,10,3,4,10,10,2,2,2,11,4,1,14,8,10,9,12,10,3,12,9,6,2,2,3,13,14,2,10,9,7,15,13,14,8,9,15,4,9,15,12,11,4,11,12,10,2,10,2,10,10,10,10,10,10,10,2,10,2,11,7,7,12,10,10,8,11,4,10,2,11,13,12,8,10,10,10,2,10,
8,3,15,15,13,14,2,2,10,11,4,10,2,8,11,13,14,8,10,9,12,9,15,13,4,10,11,12,10,11,12,3,4,11,6,10,2,3,14,10,3,4,11,12,9,14,2,9,15,13,4,10,9,6,11,6,2,10,3,4,10,2,10,2,10,2,10,10,11,12,11,14,11,12,11,14,10,11,12,10,10,8,9,4,11,13,7,15,7,14,10,10,2,2,2,10,10,11,12,10,
3,14,10,8,2,9,14,11,15,15,6,8,10,1,15,4,8,2,11,4,2,2,10,2,2,10,10,2,11,15,5,15,4,10,11,15,14,8,11,15,14,2,10,3,4,8,10,2,9,4,2,8,2,10,10,11,15,15,15,6,10,11,12,10,11,13,14,10,11,4,8,10,11,4,10,8,10,10,2,11,14,2,2,2,11,4,8,8,8,8,10,10,11,14,11,15,15,15,7,14,
8,10,10,2,9,6,10,8,8,10,8,2,10,2,11,6,2,10,10,1,13,15,14,10,10,10,10,10,8,8,2,9,6,8,8,10,8,2,10,8,11,13,15,15,4,2,10,10,2,1,14,2,10,10,8,8,10,8,8,11,12,10,2,10,8,2,9,15,13,7,6,10,10,2,10,2,11,14,10,8,11,12,11,15,14,2,2,3,4,2,10,11,14,8,8,8,10,8,8,8,
2,8,8,11,4,9,15,5,4,10,2,10,10,10,10,8,9,13,14,2,2,8,10,10,10,10,11,15,5,6,11,4,10,3,4,11,4,10,8,1,15,6,8,8,3,15,13,14,10,2,9,15,14,8,2,2,8,2,2,11,4,11,12,10,2,10,2,8,2,10,8,10,11,14,10,10,8,10,10,2,10,2,10,8,11,12,10,10,3,12,10,10,8,1,6,2,10,3,4,2,
11,7,4,11,7,6,11,6,3,15,14,11,12,11,13,4,2,2,11,12,10,2,10,10,9,14,10,8,2,11,12,2,10,11,4,10,2,10,3,6,10,8,2,2,8,11,4,10,11,15,4,10,8,2,10,9,6,10,10,11,4,10,3,12,10,11,12,2,10,9,6,10,8,10,11,12,2,10,11,13,14,11,14,2,8,2,10,11,13,6,9,14,2,2,10,11,13,14,2,10,
8,9,6,8,8,10,10,8,8,10,8,11,7,14,2,2,10,11,15,7,15,13,14,10,2,10,8,1,14,11,4,10,10,11,6,10,10,10,10,8,10,3,12,11,4,8,2,9,14,9,6,10,2,10,10,2,11,15,15,15,4,11,15,4,10,10,2,11,14,2,10,10,2,10,11,4,10,10,8,2,10,10,8,10,2,10,10,10,2,9,4,11,13,13,12,11,4,9,15,14,
3,4,11,7,7,15,14,3,4,10,2,8,10,11,12,11,12,8,8,10,11,4,10,9,14,11,5,4,10,11,7,15,12,10,8,10,11,12,11,4,11,15,4,9,6,2,10,2,8,2,11,13,13,13,15,14,8,8,8,11,6,10,8,2,9,14,10,10,8,10,10,11,12,11,14,3,12,11,4,9,14,10,3,15,12,10,10,10,10,2,2,10,2,3,4,11,7,6,8,10,
11,7,14,8,8,8,11,15,7,15,14,2,10,11,5,14,2,3,4,8,8,2,11,4,11,15,4,2,9,14,8,11,4,9,6,11,13,4,11,4,8,10,3,4,11,14,10,10,2,10,8,2,3,6,8,11,7,5,6,10,11,13,6,11,4,10,10,11,4,10,10,11,4,10,8,10,2,10,1,6,11,15,12,11,4,11,12,10,11,12,11,15,14,10,2,10,8,8,2,10,
8,8,10,2,2,2,10,8,8,8,10,10,8,8,2,10,11,12,2,2,3,15,15,7,14,10,2,11,4,8,2,11,7,4,10,10,2,2,10,2,2,10,10,2,10,9,12,10,10,10,2,10,10,8,1,12,8,2,10,8,11,4,10,11,4,11,14,10,2,10,11,13,4,10,2,11,13,12,2,9,14,8,2,8,2,10,2,10,11,4,8,10,8,10,11,15,4,3,14,8,
2,2,10,11,15,12,10,3,7,4,11,13,6,2,9,14,11,4,11,12,8,10,10,10,10,11,14,11,4,2,10,8,10,2,11,14,10,10,11,12,11,12,11,12,10,2,2,10,11,12,10,10,10,2,2,2,2,11,13,5,12,2,11,13,7,14,11,14,10,11,14,2,2,9,14,10,2,2,9,6,11,4,10,2,10,10,10,11,12,3,4,10,2,10,10,8,2,8,10,2,
10,9,12,10,8,2,8,10,11,4,8,2,10,10,2,11,15,6,11,4,2,8,8,8,8,8,10,10,2,9,15,5,15,13,14,9,15,15,13,7,15,4,11,7,15,15,15,14,11,4,10,10,10,11,14,10,10,8,2,2,2,11,14,2,10,8,8,11,12,10,10,10,11,6,10,10,10,10,2,10,10,3,12,10,11,12,11,12,2,11,4,10,10,11,12,2,11,6,10,10,
11,4,2,11,4,9,7,12,10,2,2,10,10,10,10,8,8,10,10,3,12,2,2,2,1,6,11,12,9,6,11,4,9,4,9,6,10,9,4,8,11,6,10,8,10,10,10,11,15,4,9,15,14,8,11,13,13,6,10,10,11,12,8,10,8,2,3,13,4,10,8,11,14,8,10,10,10,10,10,10,10,11,4,10,11,4,11,4,11,15,4,10,10,10,3,15,14,8,10,10,
9,7,13,15,6,2,9,4,11,14,11,13,15,15,13,7,6,10,10,11,4,11,12,11,4,11,15,4,2,10,8,2,2,2,2,8,8,3,5,7,14,8,8,2,8,8,8,10,9,6,2,8,11,4,8,2,2,9,15,14,8,3,4,10,2,10,11,4,1,13,6,8,10,2,10,10,11,12,10,10,11,12,2,10,11,4,11,5,14,8,2,10,10,10,10,8,8,2,11,12,
2,10,2,10,8,10,2,2,8,11,13,4,8,9,4,10,11,15,15,15,5,15,4,9,6,8,10,2,10,10,3,12,10,10,11,4,1,12,2,8,11,6,3,12,3,6,2,8,2,10,11,5,15,4,3,14,10,2,8,9,7,12,2,10,10,10,11,5,4,2,10,2,10,10,9,14,11,7,13,12,10,2,10,10,10,3,14,2,8,2,10,9,14,10,10,3,4,10,10,2,
9,12,9,15,7,15,15,15,7,12,2,1,6,2,2,10,10,10,8,9,4,11,4,2,10,1,15,13,14,10,10,2,11,12,11,4,2,2,10,2,8,10,10,2,10,9,15,4,10,10,9,4,10,2,8,10,10,11,4,2,10,2,10,11,12,9,15,4,2,10,11,12,10,11,4,10,8,11,4,2,10,11,12,10,10,10,8,11,4,10,11,4,10,11,15,12,2,11,12,10,
2,3,4,8,8,8,8,10,10,2,11,4,11,15,13,14,10,8,2,3,7,14,2,9,14,2,8,2,10,9,14,10,11,4,10,3,12,9,14,11,7,12,11,12,8,2,11,4,10,10,3,4,9,14,2,10,9,15,6,11,15,15,13,14,3,4,9,6,9,13,14,3,15,15,4,9,6,10,2,10,11,14,3,14,10,11,5,15,7,12,11,7,14,10,8,2,10,11,4,10,
11,13,7,5,6,3,5,14,11,12,11,4,10,10,2,8,8,2,10,8,8,11,15,6,11,15,5,14,11,4,11,12,10,2,10,10,2,2,10,8,11,7,14,2,3,14,9,6,10,10,10,2,2,9,14,10,2,10,9,14,8,11,4,10,10,3,4,10,2,2,10,10,8,8,2,2,9,14,10,10,10,8,8,11,13,15,4,8,9,4,8,8,9,15,4,10,10,10,2,10,
9,4,11,4,11,15,6,8,8,3,15,7,14,10,9,5,6,11,15,7,7,14,10,11,14,11,4,9,14,3,14,2,10,10,11,14,11,12,11,4,8,8,9,14,10,11,4,10,10,10,10,10,11,4,10,10,10,8,2,11,4,8,3,15,12,10,2,11,12,10,10,11,4,2,11,15,4,11,15,13,12,1,7,15,4,11,7,5,6,3,4,3,4,11,4,10,10,10,10,10,
2,2,8,2,8,8,8,2,2,10,10,10,10,10,3,4,11,14,10,8,10,8,10,10,8,10,3,6,10,10,11,15,13,15,14,11,13,6,11,4,3,4,2,10,8,9,7,14,10,10,10,10,11,4,10,10,10,2,10,8,2,2,8,11,4,10,10,9,6,10,10,10,3,12,10,8,2,8,10,3,4,2,10,9,4,10,8,2,8,10,2,11,4,10,2,10,10,10,10,10,
9,15,5,13,7,7,4,10,10,10,8,8,8,10,9,5,14,8,10,2,8,3,14,9,4,8,8,11,15,14,8,9,6,10,8,9,4,10,10,2,10,2,10,10,3,4,8,10,11,12,10,10,10,2,10,10,10,10,10,2,11,14,2,11,4,10,10,2,10,10,11,15,12,2,10,2,10,1,14,10,2,10,10,2,2,8,2,9,5,14,10,10,3,12,11,15,15,12,10,10,
2,8,2,2,8,9,7,15,13,12,2,2,2,8,2,2,11,4,8,11,6,8,9,4,3,6,3,12,10,10,2,2,10,9,4,3,4,10,11,12,11,13,14,10,11,6,2,10,10,2,10,10,9,13,14,11,12,10,10,10,8,11,15,14,2,10,10,11,15,14,8,10,2,10,11,14,11,4,10,10,10,10,10,10,10,2,10,3,4,10,11,12,11,4,10,8,8,2,9,14,
11,4,10,10,3,4,8,9,4,2,10,10,10,2,9,15,12,2,2,8,10,2,2,2,8,11,15,4,10,8,10,10,10,1,7,15,7,14,11,4,8,2,11,13,12,11,15,15,15,15,15,14,2,2,9,15,4,11,15,14,2,8,8,11,13,13,14,8,10,10,1,15,13,14,10,10,9,6,11,13,15,13,14,10,11,15,14,10,2,10,11,4,11,4,10,2,2,11,4,10,
10,2,10,10,10,2,3,4,2,9,14,9,13,15,4,8,1,15,13,7,13,14,10,10,2,8,8,2,11,4,9,15,12,2,8,8,8,10,11,4,2,11,12,2,2,10,10,10,8,10,10,11,13,14,2,9,6,10,8,10,11,4,2,8,3,4,10,2,10,10,2,9,6,10,10,8,2,10,10,2,8,2,8,11,12,8,9,12,10,10,10,2,11,4,10,10,11,14,3,14,
11,12,10,11,15,14,10,2,10,2,10,3,4,10,2,2,2,8,2,10,2,10,10,10,10,3,4,10,8,2,2,10,2,10,3,7,7,13,15,7,14,9,4,10,10,10,8,11,4,8,8,9,4,9,14,2,10,9,4,11,15,4,9,5,14,2,10,10,8,9,15,6,8,10,10,3,13,15,12,11,4,10,2,10,2,3,4,1,14,10,11,14,11,4,9,15,12,8,10,8,
10,2,11,14,8,10,10,10,10,11,12,10,2,11,12,10,10,1,14,8,11,15,15,15,14,10,3,14,3,14,11,12,11,15,12,8,8,2,10,10,10,2,2,9,15,15,6,11,6,1,6,2,2,2,10,10,10,3,4,8,10,2,2,2,11,14,11,15,4,2,8,10,2,11,15,15,4,8,2,10,2,10,11,12,10,11,4,2,10,11,14,8,10,2,2,10,2,2,10,2,
10,10,8,8,2,10,11,12,11,15,6,10,10,10,1,13,14,2,10,2,10,8,8,10,9,15,14,10,10,8,8,2,8,9,4,2,2,9,14,8,9,15,14,2,8,8,10,8,8,2,10,10,10,10,10,10,10,11,6,2,10,11,12,9,14,9,12,11,4,9,7,14,10,10,8,9,5,4,10,10,10,10,10,2,10,11,4,10,10,8,10,2,11,12,10,10,11,15,12,10,
11,15,4,3,14,11,15,7,14,10,10,10,10,11,4,2,10,10,11,13,12,2,2,9,4,8,10,10,11,4,2,9,6,2,3,12,10,2,8,2,2,8,11,14,2,2,8,1,6,10,10,9,14,11,12,10,10,10,8,9,15,14,2,2,8,2,1,14,2,2,8,10,10,10,2,2,2,3,14,10,10,11,15,14,11,15,4,11,14,2,10,10,11,7,12,10,10,8,3,14,
8,10,2,8,11,14,10,10,8,8,11,14,10,11,7,13,14,10,11,4,2,11,14,2,2,2,8,10,10,2,11,4,11,14,10,2,11,13,4,10,10,2,10,8,11,12,3,4,11,15,12,2,11,14,2,11,15,14,2,2,8,10,10,10,2,10,2,10,10,10,3,14,10,11,15,15,15,14,10,9,14,10,8,8,10,8,2,8,11,14,10,11,14,8,3,13,15,7,14,8,
3,13,15,7,14,10,10,8,3,7,14,11,13,14,9,6,11,14,8,3,15,14,10,10,9,14,2,11,15,12,10,2,10,9,15,15,14,2,3,13,15,14,10,2,11,4,10,2,8,10,1,14,8,9,14,8,8,11,12,10,2,10,10,11,14,11,12,10,10,10,8,11,14,10,8,10,8,8,8,2,10,11,5,6,10,2,11,6,8,10,10,10,8,2,11,4,8,10,10,2,
9,4,10,10,10,10,8,3,14,8,8,8,2,10,2,10,8,10,2,10,8,10,8,11,6,10,10,8,11,7,15,13,13,4,10,10,11,14,8,2,8,10,10,11,14,2,10,10,2,11,4,10,2,2,11,4,2,11,4,9,13,15,12,10,10,11,5,15,12,10,1,12,11,13,6,8,3,7,4,11,14,10,2,8,10,10,10,8,2,10,10,10,2,11,12,2,2,8,8,10,
2,3,12,10,10,10,2,10,8,2,2,3,15,12,10,8,2,11,15,14,2,8,2,10,8,10,9,6,8,8,10,2,2,3,14,8,10,10,2,11,4,9,14,8,11,15,14,11,14,11,5,13,14,10,10,2,10,10,2,2,2,10,2,8,9,13,4,10,2,10,2,3,13,4,9,6,10,8,2,8,10,10,11,4,10,10,10,2,10,10,11,14,10,11,4,11,12,2,3,12,
11,15,6,10,8,8,10,8,2,11,14,8,8,2,11,4,11,14,10,10,10,3,12,10,2,10,2,11,4,2,8,10,11,14,8,2,10,11,15,14,2,2,11,7,12,10,9,14,11,15,4,2,10,9,15,14,11,15,14,11,12,9,13,7,4,2,2,10,11,14,10,10,2,3,4,8,11,7,12,2,11,12,10,2,11,12,11,13,15,14,10,8,11,14,2,11,4,10,10,2,
8,10,8,8,2,2,9,7,15,14,11,7,7,15,15,5,14,10,8,11,15,13,7,15,15,15,13,15,4,11,7,13,14,9,6,10,10,8,10,10,10,11,12,8,2,8,2,8,8,8,2,10,11,4,10,10,8,8,10,10,2,2,2,11,5,15,15,15,14,11,13,14,11,14,2,2,8,10,2,10,10,2,10,10,11,4,10,2,8,11,15,7,14,11,15,14,3,14,10,10,
3,14,3,7,15,15,4,10,8,10,10,8,10,10,11,4,8,9,4,10,11,4,10,10,8,11,4,11,4,10,10,2,8,2,8,11,12,2,8,11,15,12,2,2,10,2,11,6,2,3,14,11,15,4,8,10,3,5,13,15,15,12,10,10,2,8,8,8,8,10,2,11,12,8,10,10,2,11,14,10,11,12,10,10,10,2,8,10,3,12,8,8,8,8,8,8,10,11,12,10,
10,8,8,8,10,11,5,14,2,8,8,3,14,8,10,3,6,2,2,8,11,4,8,8,1,12,2,11,4,10,9,15,4,11,5,14,3,15,7,14,8,1,15,14,10,10,8,10,10,8,10,8,10,2,2,11,15,6,2,10,10,2,10,8,11,7,7,7,7,12,9,14,3,4,10,10,10,10,11,15,14,3,12,11,13,15,4,11,12,2,2,3,6,2,3,4,10,8,3,12,
8,1,5,5,14,11,4,8,10,2,3,12,10,2,10,10,10,11,12,2,8,2,3,6,2,2,10,11,6,8,2,8,2,10,2,8,10,10,10,8,2,2,10,11,15,15,7,15,13,5,15,7,15,13,15,14,10,8,10,8,10,10,10,2,8,10,10,8,8,2,2,10,10,2,10,10,10,8,8,8,10,11,4,11,4,8,2,10,2,11,12,8,11,13,14,2,10,2,10,2,
3,4,2,2,8,9,4,1,14,10,9,4,9,14,8,8,9,15,5,15,7,13,14,8,10,10,10,8,11,5,15,7,14,8,10,2,8,8,8,1,14,9,12,8,8,10,8,11,6,2,8,10,8,2,10,8,10,2,10,2,9,15,15,13,6,8,8,1,7,14,10,10,10,10,10,10,10,2,2,2,10,11,4,10,2,1,15,15,12,10,2,2,10,2,9,12,11,13,14,10,
10,2,10,10,2,2,2,2,10,10,2,2,2,8,3,4,2,11,4,10,10,2,10,2,10,11,15,4,8,2,8,8,9,6,10,9,6,2,2,2,11,4,2,2,2,11,4,10,8,11,4,8,2,11,12,3,12,10,10,11,4,8,10,2,8,2,2,2,8,10,10,10,11,13,15,14,10,10,10,10,10,10,2,10,10,2,10,8,2,11,15,15,13,14,3,4,10,2,8,10,
10,10,10,9,14,11,13,12,9,15,12,11,12,2,9,7,15,14,1,14,8,10,11,12,10,8,10,2,2,10,3,4,2,9,15,4,9,14,10,11,13,7,15,13,15,15,4,9,4,10,2,3,14,9,4,8,3,14,9,15,5,7,14,10,2,10,10,10,1,14,9,14,8,2,8,11,14,10,11,12,11,13,14,10,11,12,10,2,10,10,8,9,4,8,10,3,13,15,7,14,
9,13,15,4,10,10,2,2,2,10,3,15,4,11,6,8,10,8,2,8,3,15,15,7,15,7,15,15,13,13,14,3,12,2,10,2,2,10,10,9,4,10,8,2,8,10,2,2,2,11,14,8,11,5,5,6,8,10,2,11,6,10,9,15,15,14,10,11,4,10,2,11,6,10,2,8,10,10,10,2,10,2,8,10,11,4,10,11,13,13,4,2,2,2,11,14,2,8,10,8,
